anomaly_id,timestamp,parameter_name,actual_reading,expected_baseline,lower_threshold,upper_threshold,is_detection_point
ANM-0023,2026-07-21T05:00:00,Hydraulic pressure (bar),262.999,215.0,185.0,245.0,False
ANM-0023,2026-07-21T06:00:00,Hydraulic pressure (bar),271.729,215.0,185.0,245.0,True
ANM-0024,2026-07-20T01:00:00,Motor temperature (°C),66.943,68.0,40.0,82.0,False
ANM-0024,2026-07-20T02:00:00,Motor temperature (°C),68.768,68.0,40.0,82.0,False
ANM-0024,2026-07-20T03:00:00,Motor temperature (°C),68.512,68.0,40.0,82.0,False
ANM-0024,2026-07-20T04:00:00,Motor temperature (°C),67.204,68.0,40.0,82.0,False
ANM-0024,2026-07-20T05:00:00,Motor temperature (°C),67.496,68.0,40.0,82.0,False
ANM-0024,2026-07-20T06:00:00,Motor temperature (°C),68.524,68.0,40.0,82.0,False
ANM-0024,2026-07-20T07:00:00,Motor temperature (°C),70.066,68.0,40.0,82.0,False
ANM-0024,2026-07-20T08:00:00,Motor temperature (°C),66.414,68.0,40.0,82.0,False
ANM-0024,2026-07-20T09:00:00,Motor temperature (°C),68.932,68.0,40.0,82.0,False
ANM-0024,2026-07-20T10:00:00,Motor temperature (°C),68.667,68.0,40.0,82.0,False
ANM-0024,2026-07-20T11:00:00,Motor temperature (°C),68.43,68.0,40.0,82.0,False
ANM-0024,2026-07-20T12:00:00,Motor temperature (°C),67.735,68.0,40.0,82.0,False
ANM-0024,2026-07-20T13:00:00,Motor temperature (°C),67.39,68.0,40.0,82.0,False
ANM-0024,2026-07-20T14:00:00,Motor temperature (°C),66.84,68.0,40.0,82.0,False
ANM-0024,2026-07-20T15:00:00,Motor temperature (°C),67.805,68.0,40.0,82.0,False
ANM-0024,2026-07-20T16:00:00,Motor temperature (°C),68.182,68.0,40.0,82.0,False
ANM-0024,2026-07-20T17:00:00,Motor temperature (°C),67.621,68.0,40.0,82.0,False
ANM-0024,2026-07-20T18:00:00,Motor temperature (°C),68.56,68.0,40.0,82.0,False
ANM-0024,2026-07-20T19:00:00,Motor temperature (°C),65.804,68.0,40.0,82.0,False
ANM-0024,2026-07-20T20:00:00,Motor temperature (°C),67.28,68.0,40.0,82.0,False
ANM-0024,2026-07-20T21:00:00,Motor temperature (°C),66.291,68.0,40.0,82.0,False
ANM-0024,2026-07-20T22:00:00,Motor temperature (°C),65.404,68.0,40.0,82.0,False
ANM-0024,2026-07-20T23:00:00,Motor temperature (°C),65.69,68.0,40.0,82.0,False
ANM-0024,2026-07-21T00:00:00,Motor temperature (°C),66.385,68.0,40.0,82.0,False
ANM-0024,2026-07-21T01:00:00,Motor temperature (°C),64.492,68.0,40.0,82.0,True
ANM-0025,2026-07-21T10:00:00,Actual temperature (°C),-18.105,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T11:00:00,Actual temperature (°C),-17.718,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T12:00:00,Actual temperature (°C),-17.94,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T13:00:00,Actual temperature (°C),-17.992,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T14:00:00,Actual temperature (°C),-17.92,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T15:00:00,Actual temperature (°C),-17.979,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T16:00:00,Actual temperature (°C),-17.983,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T17:00:00,Actual temperature (°C),-18.017,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T18:00:00,Actual temperature (°C),-17.63,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T19:00:00,Actual temperature (°C),-17.984,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T20:00:00,Actual temperature (°C),-17.874,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T21:00:00,Actual temperature (°C),-18.145,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T22:00:00,Actual temperature (°C),-18.056,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-21T23:00:00,Actual temperature (°C),-17.998,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T00:00:00,Actual temperature (°C),-17.691,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T01:00:00,Actual temperature (°C),-17.838,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T02:00:00,Actual temperature (°C),-18.189,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T03:00:00,Actual temperature (°C),-17.764,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T04:00:00,Actual temperature (°C),-17.995,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T05:00:00,Actual temperature (°C),-18.214,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T06:00:00,Actual temperature (°C),-18.084,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T07:00:00,Actual temperature (°C),-18.411,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T08:00:00,Actual temperature (°C),-18.537,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T09:00:00,Actual temperature (°C),-18.726,-18.0,-22.0,-14.0,False
ANM-0025,2026-07-22T10:00:00,Actual temperature (°C),-18.62,-18.0,-22.0,-14.0,True
ANM-0026,2026-07-21T05:00:00,Set-point temperature (°C),-17.896,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T06:00:00,Set-point temperature (°C),-18.244,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T07:00:00,Set-point temperature (°C),-17.86,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T08:00:00,Set-point temperature (°C),-17.994,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T09:00:00,Set-point temperature (°C),-18.339,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T10:00:00,Set-point temperature (°C),-17.899,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T11:00:00,Set-point temperature (°C),-17.564,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T12:00:00,Set-point temperature (°C),-18.099,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T13:00:00,Set-point temperature (°C),-18.076,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T14:00:00,Set-point temperature (°C),-18.093,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T15:00:00,Set-point temperature (°C),-18.125,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T16:00:00,Set-point temperature (°C),-18.231,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T17:00:00,Set-point temperature (°C),-17.96,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T18:00:00,Set-point temperature (°C),-18.115,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T19:00:00,Set-point temperature (°C),-18.117,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T20:00:00,Set-point temperature (°C),-18.049,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T21:00:00,Set-point temperature (°C),-18.04,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T22:00:00,Set-point temperature (°C),-17.853,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-21T23:00:00,Set-point temperature (°C),-17.436,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-22T00:00:00,Set-point temperature (°C),-17.217,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-22T01:00:00,Set-point temperature (°C),-17.26,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-22T02:00:00,Set-point temperature (°C),-17.353,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-22T03:00:00,Set-point temperature (°C),-16.652,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-22T04:00:00,Set-point temperature (°C),-16.881,-18.0,-22.0,-14.0,False
ANM-0026,2026-07-22T05:00:00,Set-point temperature (°C),-16.601,-18.0,-22.0,-14.0,True
ANM-0027,2026-07-21T00:00:00,Supply-air temperature (°C),-18.88,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T01:00:00,Supply-air temperature (°C),-19.074,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T02:00:00,Supply-air temperature (°C),-19.095,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T03:00:00,Supply-air temperature (°C),-19.294,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T04:00:00,Supply-air temperature (°C),-19.215,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T05:00:00,Supply-air temperature (°C),-18.969,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T06:00:00,Supply-air temperature (°C),-19.183,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T07:00:00,Supply-air temperature (°C),-19.01,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T08:00:00,Supply-air temperature (°C),-18.76,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T09:00:00,Supply-air temperature (°C),-19.176,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T10:00:00,Supply-air temperature (°C),-19.195,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T11:00:00,Supply-air temperature (°C),-19.292,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T12:00:00,Supply-air temperature (°C),-18.89,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T13:00:00,Supply-air temperature (°C),-19.137,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T14:00:00,Supply-air temperature (°C),-18.812,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T15:00:00,Supply-air temperature (°C),-19.425,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T16:00:00,Supply-air temperature (°C),-18.954,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T17:00:00,Supply-air temperature (°C),-18.41,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T18:00:00,Supply-air temperature (°C),-19.644,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T19:00:00,Supply-air temperature (°C),-20.186,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T20:00:00,Supply-air temperature (°C),-20.322,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T21:00:00,Supply-air temperature (°C),-20.215,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T22:00:00,Supply-air temperature (°C),-21.109,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-21T23:00:00,Supply-air temperature (°C),-21.417,-19.0,-23.0,-15.0,False
ANM-0027,2026-07-22T00:00:00,Supply-air temperature (°C),-21.546,-19.0,-23.0,-15.0,True
ANM-0028,2026-07-20T19:00:00,Return-air temperature (°C),-16.16,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-20T20:00:00,Return-air temperature (°C),-16.019,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-20T21:00:00,Return-air temperature (°C),-15.822,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-20T22:00:00,Return-air temperature (°C),-15.933,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-20T23:00:00,Return-air temperature (°C),-16.021,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T00:00:00,Return-air temperature (°C),-16.035,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T01:00:00,Return-air temperature (°C),-15.967,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T02:00:00,Return-air temperature (°C),-16.226,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T03:00:00,Return-air temperature (°C),-15.903,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T04:00:00,Return-air temperature (°C),-16.061,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T05:00:00,Return-air temperature (°C),-16.098,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T06:00:00,Return-air temperature (°C),-15.92,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T07:00:00,Return-air temperature (°C),-16.114,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T08:00:00,Return-air temperature (°C),-16.149,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T09:00:00,Return-air temperature (°C),-16.18,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T10:00:00,Return-air temperature (°C),-16.22,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T11:00:00,Return-air temperature (°C),-16.184,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T12:00:00,Return-air temperature (°C),-15.929,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T13:00:00,Return-air temperature (°C),-15.284,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T14:00:00,Return-air temperature (°C),-14.702,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T15:00:00,Return-air temperature (°C),-14.498,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T16:00:00,Return-air temperature (°C),-14.022,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T17:00:00,Return-air temperature (°C),-13.231,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T18:00:00,Return-air temperature (°C),-12.401,-16.0,-20.0,-12.0,False
ANM-0028,2026-07-21T19:00:00,Return-air temperature (°C),-12.129,-16.0,-20.0,-12.0,True
ANM-0029,2026-07-20T14:00:00,Power status (%),100.657,100.0,95.0,100.0,False
ANM-0029,2026-07-20T15:00:00,Power status (%),99.181,100.0,95.0,100.0,False
ANM-0029,2026-07-20T16:00:00,Power status (%),98.264,100.0,95.0,100.0,False
ANM-0029,2026-07-20T17:00:00,Power status (%),99.576,100.0,95.0,100.0,False
ANM-0029,2026-07-20T18:00:00,Power status (%),100.701,100.0,95.0,100.0,False
ANM-0029,2026-07-20T19:00:00,Power status (%),100.969,100.0,95.0,100.0,False
ANM-0029,2026-07-20T20:00:00,Power status (%),100.052,100.0,95.0,100.0,False
ANM-0029,2026-07-20T21:00:00,Power status (%),100.655,100.0,95.0,100.0,False
ANM-0029,2026-07-20T22:00:00,Power status (%),97.239,100.0,95.0,100.0,False
ANM-0029,2026-07-20T23:00:00,Power status (%),100.103,100.0,95.0,100.0,False
ANM-0029,2026-07-21T00:00:00,Power status (%),100.444,100.0,95.0,100.0,False
ANM-0029,2026-07-21T01:00:00,Power status (%),98.035,100.0,95.0,100.0,False
ANM-0029,2026-07-21T02:00:00,Power status (%),99.603,100.0,95.0,100.0,False
ANM-0029,2026-07-21T03:00:00,Power status (%),100.16,100.0,95.0,100.0,False
ANM-0029,2026-07-21T04:00:00,Power status (%),99.006,100.0,95.0,100.0,False
ANM-0029,2026-07-21T05:00:00,Power status (%),98.264,100.0,95.0,100.0,False
ANM-0029,2026-07-21T06:00:00,Power status (%),100.235,100.0,95.0,100.0,False
ANM-0029,2026-07-21T07:00:00,Power status (%),101.478,100.0,95.0,100.0,False
ANM-0029,2026-07-21T08:00:00,Power status (%),102.766,100.0,95.0,100.0,False
ANM-0029,2026-07-21T09:00:00,Power status (%),102.034,100.0,95.0,100.0,False
ANM-0029,2026-07-21T10:00:00,Power status (%),104.134,100.0,95.0,100.0,False
ANM-0029,2026-07-21T11:00:00,Power status (%),106.896,100.0,95.0,100.0,False
ANM-0029,2026-07-21T12:00:00,Power status (%),106.19,100.0,95.0,100.0,False
ANM-0029,2026-07-21T13:00:00,Power status (%),109.261,100.0,95.0,100.0,False
ANM-0029,2026-07-21T14:00:00,Power status (%),111.611,100.0,95.0,100.0,True
ANM-0030,2026-07-20T09:00:00,Actual temperature (°C),-17.961,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T10:00:00,Actual temperature (°C),-17.785,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T11:00:00,Actual temperature (°C),-18.321,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T12:00:00,Actual temperature (°C),-17.834,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T13:00:00,Actual temperature (°C),-17.886,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T14:00:00,Actual temperature (°C),-17.93,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T15:00:00,Actual temperature (°C),-18.089,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T16:00:00,Actual temperature (°C),-17.611,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T17:00:00,Actual temperature (°C),-17.926,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T18:00:00,Actual temperature (°C),-18.174,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T19:00:00,Actual temperature (°C),-18.128,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T20:00:00,Actual temperature (°C),-17.885,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T21:00:00,Actual temperature (°C),-18.088,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T22:00:00,Actual temperature (°C),-18.519,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-20T23:00:00,Actual temperature (°C),-18.096,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T00:00:00,Actual temperature (°C),-17.704,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T01:00:00,Actual temperature (°C),-18.227,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T02:00:00,Actual temperature (°C),-17.939,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T03:00:00,Actual temperature (°C),-17.968,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T04:00:00,Actual temperature (°C),-16.728,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T05:00:00,Actual temperature (°C),-16.861,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T06:00:00,Actual temperature (°C),-15.965,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T07:00:00,Actual temperature (°C),-15.685,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T08:00:00,Actual temperature (°C),-15.413,-18.0,-22.0,-14.0,False
ANM-0030,2026-07-21T09:00:00,Actual temperature (°C),-14.786,-18.0,-22.0,-14.0,True
ANM-0031,2026-07-20T04:00:00,Set-point temperature (°C),-18.123,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T05:00:00,Set-point temperature (°C),-18.231,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T06:00:00,Set-point temperature (°C),-18.069,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T07:00:00,Set-point temperature (°C),-17.938,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T08:00:00,Set-point temperature (°C),-17.859,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T09:00:00,Set-point temperature (°C),-18.098,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T10:00:00,Set-point temperature (°C),-18.282,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T11:00:00,Set-point temperature (°C),-17.916,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T12:00:00,Set-point temperature (°C),-18.329,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T13:00:00,Set-point temperature (°C),-17.985,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T14:00:00,Set-point temperature (°C),-17.773,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T15:00:00,Set-point temperature (°C),-17.914,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T16:00:00,Set-point temperature (°C),-17.942,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T17:00:00,Set-point temperature (°C),-18.032,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T18:00:00,Set-point temperature (°C),-18.069,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T19:00:00,Set-point temperature (°C),-18.136,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T20:00:00,Set-point temperature (°C),-17.863,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T21:00:00,Set-point temperature (°C),-17.953,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T22:00:00,Set-point temperature (°C),-18.604,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-20T23:00:00,Set-point temperature (°C),-19.507,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-21T00:00:00,Set-point temperature (°C),-20.039,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-21T01:00:00,Set-point temperature (°C),-20.555,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-21T02:00:00,Set-point temperature (°C),-21.512,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-21T03:00:00,Set-point temperature (°C),-22.207,-18.0,-22.0,-14.0,False
ANM-0031,2026-07-21T04:00:00,Set-point temperature (°C),-22.853,-18.0,-22.0,-14.0,True
ANM-0032,2026-07-19T23:00:00,Supply-air temperature (°C),-18.879,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T00:00:00,Supply-air temperature (°C),-18.653,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T01:00:00,Supply-air temperature (°C),-19.094,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T02:00:00,Supply-air temperature (°C),-19.149,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T03:00:00,Supply-air temperature (°C),-19.175,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T04:00:00,Supply-air temperature (°C),-19.241,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T05:00:00,Supply-air temperature (°C),-18.911,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T06:00:00,Supply-air temperature (°C),-18.944,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T07:00:00,Supply-air temperature (°C),-18.897,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T08:00:00,Supply-air temperature (°C),-19.174,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T09:00:00,Supply-air temperature (°C),-19.251,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T10:00:00,Supply-air temperature (°C),-19.139,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T11:00:00,Supply-air temperature (°C),-19.644,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T12:00:00,Supply-air temperature (°C),-19.087,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T13:00:00,Supply-air temperature (°C),-19.013,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T14:00:00,Supply-air temperature (°C),-18.971,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T15:00:00,Supply-air temperature (°C),-19.039,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T16:00:00,Supply-air temperature (°C),-18.802,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T17:00:00,Supply-air temperature (°C),-19.197,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T18:00:00,Supply-air temperature (°C),-18.617,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T19:00:00,Supply-air temperature (°C),-18.461,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T20:00:00,Supply-air temperature (°C),-18.407,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T21:00:00,Supply-air temperature (°C),-18.506,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T22:00:00,Supply-air temperature (°C),-18.191,-19.0,-23.0,-15.0,False
ANM-0032,2026-07-20T23:00:00,Supply-air temperature (°C),-17.852,-19.0,-23.0,-15.0,True
